	Subject	CRN	Subject Abbr	Course Number	Section	Campus	Credit Hours	Title	Days	Time	Section Capacity	Section Actual	Section Remaining	Waitlist Capacity	Waitlist Actual	Waitlist Remaining	Instructor(s)	Date	Location	Attributes
380	Civil Engineering	22332	ENCE	1020	0	C	1.000	Introduction to Engineering Graphics	M	05:15 pm-07:45 pm	30	21	9	0	0	0	Ignatius Wobyeba  Fomunung	01/10-05/03	EMCS 423	CECS Differential Course Fee and Lower Division Credit
381	Civil Engineering	20914	ENCE	1040	0	C	3.000	Vector Statics	MWF	09:00 am-09:50 am	48	21	27	0	0	0	Joseph O  Owino	01/10-05/03	EMCS 422	CECS Differential Course Fee and Lower Division Credit
382	Civil Engineering	24074	ENCE	1040	02	C	3.000	Vector Statics	MWF	11:00 am-11:50 am	48	40	8	0	0	0	Joseph O  Owino	01/10-05/03	EMCS 422	CECS Differential Course Fee and Lower Division Credit
383	Civil Engineering	21215	ENCE	2110	0	D	3.000	Pollution Controls	N/A	TBD	25	17	8	0	0	0	Tricia Anne Woods  Thomas	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Lower Division Credit and Nat. Sciences Non-Lab Courses and Potential Test Proctoring Fee
384	Civil Engineering	21219	ENCE	2220	0	D	3.000	Probability and Statistics for Engineering	MWF	11:00 am-11:50 am	40	18	22	0	0	0	Larry Grey  Akens	01/10-05/03	EMCS 407	CECS Differential Course Fee and Lower Division Credit and Potential Test Proctoring Fee and Statistics
385	Civil Engineering	21220	ENCE	2220	01	D	3.000	Probability and Statistics for Engineering	N/A	TBD	45	45	0	0	0	0	Weidong   Wu	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Lower Division Credit and Potential Test Proctoring Fee and Statistics
386	Civil Engineering	20918	ENCE	2460	0	C	3.000	Mechanics of Materials	TR	08:00 am-09:15 am	48	22	26	0	0	0	Arash   Ghasemi	01/10-05/03	EMCS 403	CECS Differential Course Fee
387	Civil Engineering	20919	ENCE	2460L	0	C	1.000	Mechanics of Materials Laboratory	M	01:00 pm-03:50 pm	30	27	3	0	0	0	Arash   Ghasemi	01/10-05/03	EMCS 236	CECS Differential Course Fee and Lab/Studio Fee and Lower Division Credit
388	Civil Engineering	20583	ENCE	2620	0	D	2.000	Introduction to Geomatics	TR	10:50 am-11:55 am	35	32	3	0	0	0	Ignatius Wobyeba  Fomunung	01/10-05/03	EMCS 404	CECS Differential Course Fee and Lower Division Credit and Potential Test Proctoring Fee
389	Civil Engineering	24654	ENCE	2620L	02	C	1.000	Introduction to Geomatics Laboratory	R	12:05 pm-02:35 pm	25	19	6	0	0	0	Ignatius Wobyeba  Fomunung	01/10-05/03	EMCS 103	CECS Differential Course Fee and Lab/Studio Fee and Lower Division Credit
390	Civil Engineering	24655	ENCE	2620L	03	C	1.000	Introduction to Geomatics Laboratory	R	02:00 pm-04:30 pm	25	12	13	0	0	0	Christopher   Frishcosy, Ignatius Wobyeba  Fomunung 	01/10-05/03	EMCS 103	CECS Differential Course Fee and Lab/Studio Fee and Lower Division Credit
391	Civil Engineering	21221	ENCE	3380	0	C	3.000	Water Resources Engineering	MWF	12:00 pm-12:50 pm	36	28	8	0	0	0	Jejal Reddy   Bathi	01/10-05/03	EMCS 407	CECS Differential Course Fee and Upper Division Credit
392	Civil Engineering	21222	ENCE	3520	0	C	3.000	Engineering Economy	MWF	01:00 pm-01:50 pm	50	13	37	0	0	0	Larry Grey  Akens	01/10-05/03	EMCS 407	CECS Differential Course Fee and Upper Division Credit
393	Civil Engineering	21223	ENCE	3520	01	D	3.000	Engineering Economy	N/A	TBD	70	62	8	0	0	0	Thobias M  Sando	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Upper Division Credit
394	Civil Engineering	20350	ENCE	3610	0	C	3.000	Soil Mechanics	TR	09:25 am-10:40 am	36	33	3	0	0	0	Don C  Warrington	01/10-05/03	EMCS 203	CECS Differential Course Fee and Upper Division Credit
395	Civil Engineering	20559	ENCE	3610L	0	C	1.000	Soil Mechanics Laboratory	T	12:05 pm-01:05 pm	32	32	0	0	0	0	Arash   Ghasemi, Christopher   Frishcosy 	01/10-05/03	EMCS 408	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
396	Civil Engineering	20351	ENCE	3680	0	C	3.000	Design of Concrete Structures	MW	02:00 pm-03:15 pm	36	34	2	0	0	0	Weidong   Wu	01/10-05/03	EMCS 408	CECS Differential Course Fee and Upper Division Credit
397	Civil Engineering	20718	ENCE	4380	0	C	3.000	Wastewater and Water Treatment	MW	09:25 am-10:50 am	36	16	20	0	0	0	Jejal Reddy   Bathi	01/10-05/03	EMCS 401	CECS Differential Course Fee and Upper Division Credit
398	Civil Engineering	21327	ENCE	4480	0	C	3.000	Urban Stormwater Management	MW	03:25 pm-04:40 pm	30	10	20	0	0	0	Jejal Reddy   Bathi	01/10-05/03	EMCS 402	CECS Differential Course Fee and Upper Division Credit
399	Civil Engineering	20352	ENCE	4620	0	C	3.000	Transportation Engineering II	MWF	11:00 am-11:50 am	36	17	19	0	0	0	Ignatius Wobyeba  Fomunung	01/10-05/03	EMCS 218	CECS Differential Course Fee and Upper Division Credit
400	Civil Engineering	21225	ENCE	4850	0	C	3.000	Interdisciplinary Design Project II	M	05:15 pm-08:00 pm	35	19	16	0	0	0	Ignatius Wobyeba  Fomunung	01/10-05/03	EMCS 403	CECS Differential Course Fee and Upper Division Credit
401	Civil Engineering	24541	ENCE	4995R	01	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Jejal Reddy   Bathi	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course and Upper Division Credit
402	Civil Engineering	24805	ENCE	4997R	01	C	3.000	CE Engineering	N/A	TBD	0	1	-1	0	0	0	Don C  Warrington	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course and Upper Division Credit
403	Civil Engineering	24803	ENCE	4999R	01	C	3.000	Group Studies	N/A	TBD	3	1	2	0	0	0	Joseph O  Owino	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course and Upper Division Credit
404	Civil Engineering	24737	ENCE	5660	01	D	3.000	 Advanced Civil Engineering Materials	N/A	TBD	10	4	6	0	0	0	Weidong   Wu	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
405	Civil Engineering	24752	ENCE	5910R	01	C	3.000	Special Topics in Urban Stormwater Management	N/A	TBD	2	1	1	0	0	0	Jejal Reddy   Bathi	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course
406	Civil Engineering	24753	ENCE	5910R	02	C	3.000	Advanced Statistics and Designs of Experiments	N/A	TBD	1	1	0	0	0	0	Weidong   Wu	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course
407	Civil Engineering	24759	ENCE	5910R	03	C	3.000	 Special Topics in Engineering	N/A	TBD	1	1	0	0	0	0	Weidong   Wu	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course
408	Civil Engineering	24797	ENCE	5920R	01	C	1.000	 Graduate Internship in Engineering	N/A	TBD	1	1	0	0	0	0	Weidong   Wu	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course
409	Civil Engineering	24754	ENCE	5999R	01	C	1.000-6.000	 Thesis	N/A	TBD	1	1	0	0	0	0	Weidong   Wu	01/10-05/03	TBD	CECS Differential Course Fee and Full Time Equivalent and Repeatable Course
410	Civil Engineering	24755	ENCE	5999R	02	C	1.000-6.000	 Thesis	N/A	TBD	1	1	0	0	0	0	Ignatius Wobyeba  Fomunung	01/10-05/03	TBD	CECS Differential Course Fee and Full Time Equivalent and Repeatable Course
411	Civil Engineering	24756	ENCE	5999R	03	C	1.000-6.000	 Thesis	N/A	TBD	1	1	0	0	0	0	Mbakisya A  Onyango	01/10-05/03	TBD	CECS Differential Course Fee and Full Time Equivalent and Repeatable Course
412	Civil Engineering	24760	ENCE	5999R	04	C	2.000	 Thesis	N/A	TBD	1	1	0	0	0	0	Joseph O  Owino	01/10-05/03	TBD	CECS Differential Course Fee and Full Time Equivalent and Repeatable Course
413	Civil Engineering	24738	ENCE	7950R	01	C	1.000-9.000	Doctoral Research	N/A	TBD	2	1	1	0	0	0	Weidong   Wu	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course
414	Classics	22794	CLAS	1200	0	D	3.000	Legendary Rome: Epic Founders, Wicked Emperors, Saintly Martyrs	M	04:45 pm-05:35 pm	0	12	-12	0	0	0	Justin M  Colvin	01/10-05/03	HOLT 230	Lower Division Credit and Literature and Potential Test Proctoring Fee and Thoughts, Values and Beliefs
415	Classics	21188	CLAS	1200	01	D	3.000	Legendary Rome: Epic Founders, Wicked Emperors, Saintly Martyrs	N/A	TBD	69	69	0	0	0	0	Alexander Raymond  Spanjer	01/10-05/03	XX INTERNET	Lower Division Credit and Literature and Potential Test Proctoring Fee and Thoughts, Values and Beliefs
416	Classics	23525	CLAS	1200	02	D	3.000	Legendary Rome: Epic Founders, Wicked Emperors, Saintly Martyrs	N/A	TBD	90	87	3	0	0	0	Kristen Fulton  Knopick	01/10-05/03	XX INTERNET	Lower Division Credit and Literature and Potential Test Proctoring Fee and Thoughts, Values and Beliefs
417	Classics	23816	CLAS	1200	03	C	3.000	Legendary Rome: Epic Founders, Wicked Emperors, Saintly Martyrs	TR	01:40 pm-02:55 pm	33	32	1	0	0	0	Alexander Raymond  Spanjer	01/10-05/03	LUPH 393	Lower Division Credit and Literature and Thoughts, Values and Beliefs
418	Classics	24013	CLAS	1200	05	C	3.000	Legendary Rome: Epic Founders, Wicked Emperors, Saintly Martyrs	MWF	11:00 am-11:50 am	33	30	3	0	0	0	Mark David  Buzbee	01/10-05/03	LUPH 392	Lower Division Credit and Literature and Thoughts, Values and Beliefs
419	Classics	24014	CLAS	2000	01	C	3.000	Everyday Life in the Roman Empire	TR	09:25 am-10:40 am	30	27	3	0	0	0	Carl P E  Springer	01/10-05/03	LUPH 391	Historical Understanding
420	Classics	24015	CLAS	2000	02	C	3.000	Everyday Life in the Roman Empire	MWF	10:00 am-10:50 am	30	21	9	0	0	0	Justin M  Colvin	01/10-05/03	LUPH 390	Historical Understanding
421	Classics	24016	CLAS	2000	03	C	3.000	Everyday Life in the Roman Empire	MWF	01:00 pm-01:50 pm	30	20	10	0	0	0	Mark David  Buzbee	01/10-05/03	LUPH 392	Historical Understanding
422	Classics	22386	CLAS	3750R	01	C	3.000	The Idea of Rome: Classical Influence on Statecraft	MW	02:00 pm-03:15 pm	17	6	11	0	0	0	Justin M  Colvin	01/10-05/03	BROK 403	Upper Division Credit
423	Classics	24017	CLAS	3960	02	D	3.000	Classical Mythology	N/A	TBD	62	61	1	0	0	0	Mark David  Buzbee	01/10-05/03	XX INTERNET	Literature and Potential Test Proctoring Fee and Thoughts, Values and Beliefs and Upper Division Credit
424	Classics	24608	CLAS	3960	03	D	3.000	Classical Mythology	N/A	TBD	60	64	-4	0	0	0	Alexander Raymond  Spanjer	01/10-05/03	XX INTERNET	Literature and Potential Test Proctoring Fee and Thoughts, Values and Beliefs and Upper Division Credit
425	Classics	24624	CLAS	4995R	01	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Justin M  Colvin	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
426	Co-op	22011	COOP	0771R	0	C	1.000-12.000	Co-op Work Experience	N/A	TBD	0	8	-8	0	0	0	"<ABBR title = ""To Be Announced"">TBA</ABBR>"	01/10-05/03	TBD	Repeatable Course
427	Co-op	22012	COOP	0771R	01	C	1.000-12.000	Co-op Work Experience	N/A	TBD	0	7	-7	0	0	0	Nicole   Wake	01/10-05/03	TBD	Repeatable Course
428	Co-op	22013	COOP	0777R	0	C	0.000	Co-op Work Experience	N/A	TBD	0	8	-8	0	0	0	"<ABBR title = ""To Be Announced"">TBA</ABBR>"	01/10-05/03	TBD	Cooperative Education Fee and Repeatable Course
429	Co-op	22014	COOP	0777R	01	C	0.000	Co-op Work Experience	N/A	TBD	0	7	-7	0	0	0	Nicole   Wake	01/10-05/03	TBD	Cooperative Education Fee and Repeatable Course
430	Communication	20227	COMM	1010	01	D	3.000	Introduction to Mass Communication	N/A	TBD	80	79	1	0	0	0	Jessica Diane  Freeman	01/10-05/03	XX INTERNET	Lower Division Credit and Potential Test Proctoring Fee
431	Communication	24671	COMM	1010	02	C	3.000	Introduction to Mass Communication	MW	02:00 pm-03:15 pm	40	22	18	0	0	0	Susan Camille  Broadway	01/10-05/03	EMCS 238	Lower Division Credit
432	Communication	24347	COMM	1100	01	D	1.000	Communication Technology	N/A	TBD	20	20	0	0	0	0	Randy   Golson	01/10-05/03	XX INTERNET	Lower Division Credit and Potential Test Proctoring Fee
433	Communication	24348	COMM	1100	02	D	1.000	Communication Technology	N/A	TBD	20	20	0	0	0	0	Randy   Golson	01/10-05/03	XX INTERNET	Lower Division Credit and Potential Test Proctoring Fee
434	Communication	24349	COMM	1100	03	D	1.000	Communication Technology	N/A	TBD	20	20	0	0	0	0	Angelique D  Gibson	01/10-05/03	XX INTERNET	Lower Division Credit and Potential Test Proctoring Fee
435	Communication	24350	COMM	1100	04	D	1.000	Communication Technology	N/A	TBD	20	18	2	0	0	0	Angelique D  Gibson	01/10-05/03	XX INTERNET	Lower Division Credit and Potential Test Proctoring Fee
436	Communication	24351	COMM	1100	05	D	1.000	Communication Technology	N/A	TBD	20	20	0	0	0	0	Felicia A  McGhee-Hilt	01/10-05/03	XX INTERNET	Lower Division Credit and Potential Test Proctoring Fee
437	Communication	24672	COMM	1100	06	D	1.000	Communication Technology	N/A	TBD	21	21	0	0	0	0	Randy   Golson	01/10-05/03	XX INTERNET	Lower Division Credit and Potential Test Proctoring Fee
438	Communication	21799	COMM	1999R	0	D	1.000	The ECHO	N/A	TBD	0	6	-6	0	0	0	Michael R  McCluskey	01/10-05/03	XX INTERNET	Lower Division Credit and Potential Test Proctoring Fee and Repeatable Course
439	Communication	21868	COMM	2200	0	C	3.000	Mass Media History	TR	01:40 pm-02:55 pm	40	41	-1	0	0	0	John B  Zibluk	01/10-05/03	LUPH 242	Historical Understanding and Lower Division Credit
440	Communication	20228	COMM	2300	0	D	3.000	Media Writing	TR	08:00 am-09:50 am	18	18	0	0	0	0	Summer Brie  Moore	01/10-05/03	XX INTERNET	Communication Fee and Potential Test Proctoring Fee
441	Communication	21869	COMM	2300	01	C	3.000	Media Writing	TR	03:00 pm-04:50 pm	18	18	0	0	0	0	Allison   Collins	01/10-05/03	LUPH 210	Communication Fee
442	Communication	24720	COMM	2300	02	D	3.000	Media Writing	MW	01:00 pm-02:50 pm	18	17	1	0	0	0	Elizabeth Carlton  Fite	01/10-05/03	XX INTERNET	Communication Fee and Potential Test Proctoring Fee
443	Communication	22394	COMM	2300	03	C	3.000	Media Writing	TR	10:00 am-11:50 am	18	18	0	0	0	0	James F  Tanner	01/10-05/03	HOLT 399	Communication Fee
444	Communication	20741	COMM	2300	04	C	3.000	Media Writing	TR	03:00 pm-04:50 pm	18	18	0	0	0	0	James F  Tanner	01/10-05/03	LUPH 241	Communication Fee
445	Communication	23526	COMM	2300	05	D	3.000	Media Writing	MW	10:00 am-11:50 am	18	19	-1	0	0	0	Susan Camille  Broadway	01/10-05/03	XX INTERNET	Communication Fee and Potential Test Proctoring Fee
446	Communication	20230	COMM	2310	0	C	3.000	Multimedia Journalism	MW	10:00 am-11:50 am	18	14	4	0	0	0	Randy   Golson	01/10-05/03	METR 255	Communication Fee and Intensive Writing
447	Communication	20858	COMM	2310	02	C	3.000	Multimedia Journalism	TR	01:00 pm-02:50 pm	18	6	12	0	0	0	Randy   Golson	01/10-05/03	LUPH 210	Communication Fee and Intensive Writing
448	Communication	24353	COMM	2330	01	D	3.000	Public Relations Writing	N/A	TBD	18	18	0	0	0	0	Nagwan Refaat  Zahry	01/10-05/03	XX INTERNET	Communication Fee and Potential Test Proctoring Fee
449	Communication	24354	COMM	2330	02	C	3.000	Public Relations Writing	MW	10:00 am-11:50 am	18	10	8	0	0	0	David H  Norman	01/10-05/03	BROK 406	Communication Fee
450	Communication	24355	COMM	2330	03	C	3.000	Public Relations Writing	MW	01:00 pm-02:50 pm	18	9	9	0	0	0	David H  Norman	01/10-05/03	METR 255	Communication Fee
451	Communication	24745	COMM	2330	04	D	3.000	Public Relations Writing	N/A	TBD	18	12	6	0	0	0	Nagwan Refaat  Zahry	01/10-05/03	XX INTERNET	Communication Fee and Potential Test Proctoring Fee
452	Communication	20574	COMM	3200	01	D	3.000	Mass Communication Perspectives	T	01:40 pm-02:55 pm	20	20	0	0	0	0	Chandler Wayne  Harriss	01/10-05/03	GROT 317	Potential Test Proctoring Fee and Upper Division Credit
453	Communication	22395	COMM	3200	02	D	3.000	Mass Communication Perspectives	T	10:50 am-12:05 pm	20	20	0	0	0	0	Chandler Wayne  Harriss	01/10-05/03	BROK 201	Potential Test Proctoring Fee and Upper Division Credit
454	Communication	24362	COMM	3200	03	D	3.000	Mass Communication Perspectives	N/A	TBD	22	22	0	0	0	0	Chandler Wayne  Harriss	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Upper Division Credit
455	Communication	24363	COMM	3200	04	D	3.000	Mass Communication Perspectives	N/A	TBD	20	22	-2	0	0	0	Chandler Wayne  Harriss	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Upper Division Credit
456	Communication	23528	COMM	3300	01	D	3.000	Principles of PR & Advertising	N/A	TBD	30	30	0	0	0	0	Jessica Diane  Freeman	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Upper Division Credit
457	Communication	24364	COMM	3300	02	C	3.000	Principles of PR & Advertising	TR	09:25 am-10:40 am	30	29	1	0	0	0	David H  Norman	01/10-05/03	LUPH 241	Upper Division Credit
458	Communication	22397	COMM	3350	0	D	3.000	Publication Design I	N/A	TBD	16	16	0	0	0	0	James F  Tanner	01/10-05/03	XX INTERNET	Communication Fee and Potential Test Proctoring Fee
459	Communication	21872	COMM	3350	01	D	3.000	Publication Design I	N/A	TBD	16	14	2	0	0	0	John B  Zibluk	01/10-05/03	XX INTERNET	Communication Fee and Potential Test Proctoring Fee
460	Communication	23530	COMM	3350	02	D	3.000	Publication Design I	N/A	TBD	16	12	4	0	0	0	John B  Zibluk	01/10-05/03	XX INTERNET	Communication Fee and Potential Test Proctoring Fee
461	Communication	21874	COMM	3370	0	C	3.000	Web Design	MW	08:00 am-09:50 am	16	5	11	0	0	0	Tony   Cepak	01/10-05/03	LUPH 210	Communication Fee
462	Communication	24365	COMM	3420	01	C	3.000	Podcasting I	TR	01:00 pm-02:50 pm	16	14	2	0	0	0	William Robert  Davis	01/10-05/03	LUPH 211	Beyond the Classroom and Communication Fee and Upper Division Credit
463	Communication	24356	COMM	3450	01	D	3.000	Video Production	TR	10:00 am-11:50 am	16	15	1	0	0	0	Angelique D  Gibson	01/10-05/03	METR 255	Communication Fee and Potential Test Proctoring Fee and Upper Division Credit
464	Communication	21875	COMM	3500	0	C	3.000	Television News Production	TR	05:00 pm-06:50 pm	10	8	2	0	0	0	Michael Wayne  Andrews	01/10-05/03	METR 255	Communication Fee
465	Communication	24366	COMM	3600	03	C	3.000	Screenwriting I	MW	03:00 pm-04:50 pm	16	15	1	0	0	0	Angelique D  Gibson	01/10-05/03	METR 255	Communication Fee and Upper Division Credit
466	Communication	22710	COMM	3610	0	D	3.000	Advanced Reporting	N/A	TBD	16	12	4	0	0	0	Michael Wayne  Andrews	01/10-05/03	XX INTERNET	Communication Fee and Potential Test Proctoring Fee
467	Communication	24367	COMM	3620	01	C	3.000	Sports Writing	TR	03:00 pm-04:50 pm	16	16	0	0	0	0	Christopher Michael  Dortch	01/10-05/03	LUPH 240	Communication Fee and Upper Division Credit
468	Communication	22403	COMM	3630	0	C	3.000	Feature Writing	TR	10:00 am-11:50 am	16	15	1	0	0	0	Mark Keeling  Kennedy	01/10-05/03	LUPH 210	Communication Fee and Upper Division Credit
469	Communication	20819	COMM	3700	01	C	3.000	Photojournalism	MW	03:00 pm-04:50 pm	16	16	0	0	0	0	William Earl  Weeks	01/10-05/03	LUPH 210	Beyond the Classroom and Communication Fee and Upper Division Credit
470	Communication	20810	COMM	3700	02	C	3.000	Photojournalism	MW	01:00 pm-02:50 pm	16	16	0	0	0	0	William Earl  Weeks	01/10-05/03	LUPH 210	Beyond the Classroom and Communication Fee and Upper Division Credit
471	Communication	24357	COMM	4010R	05	C	3.000	PR Case Analysis	TR	01:00 pm-02:50 pm	16	15	1	0	0	0	David H  Norman	01/10-05/03	HOLT 203	Communication Fee and Repeatable Course and Upper Division Credit
472	Communication	20234	COMM	4100	0	D	3.000	Public Communication and Environmental Issues	T	03:00 pm-05:30 pm	20	8	12	0	0	0	David B  Sachsman	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Upper Division Credit
473	Communication	22892	COMM	4200	0	D	3.000	Senior Seminar	TR	10:50 am-12:05 pm	0	24	-24	0	0	0	Michael R  McCluskey	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Upper Division Credit
474	Communication	20235	COMM	4200	01	D	3.000	Senior Seminar	TR	01:40 pm-02:55 pm	0	21	-21	0	0	0	David B  Sachsman	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Upper Division Credit
475	Communication	24358	COMM	4210	01	D	3.000	Media and Diversity	MW	02:00 pm-03:15 pm	0	24	-24	0	0	0	Nagwan Refaat  Zahry	01/10-05/03	HOLT 322	Potential Test Proctoring Fee and Upper Division Credit
476	Communication	24722	COMM	4350	02	C	3.000	Publication Design II	MW	10:00 am-11:50 am	16	12	4	0	0	0	Tony   Cepak	01/10-05/03	LUPH 211	Communication Fee and Upper Division Credit
477	Communication	24723	COMM	4350	03	C	3.000	Publication Design II	TR	10:00 am-11:50 am	16	12	4	0	0	0	Tony   Cepak	01/10-05/03	LUPH 211	Communication Fee and Upper Division Credit
478	Communication	24359	COMM	4450	01	C	3.000	Video Post-Production	TR	03:00 pm-04:50 pm	16	8	8	0	0	0	Angelique D  Gibson	01/10-05/03	LUPH 211	Communication Fee
479	Communication	23533	COMM	4510	01	C	3.000	Mass Communication Law and Ethics	TR	01:40 pm-02:55 pm	30	30	0	0	0	0	Michael R  McCluskey	01/10-05/03	NLIBR 131	Upper Division Credit
480	Communication	21069	COMM	4750	0	C	3.000	Photojournalism II	MW	05:00 pm-06:50 pm	16	11	5	0	0	0	William Earl  Weeks	01/10-05/03	LUPH 210	Beyond the Classroom and Communication Fee and Upper Division Credit
481	Communication	23016	COMM	4800	01	D	3.000	Directed Project	N/A	TBD	0	12	-12	0	0	0	Felicia A  McGhee-Hilt	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Upper Division Credit
482	Communication	24369	COMM	4820	01	C	3.000	Rising Rock	MW	10:00 am-11:50 am	0	10	-10	0	0	0	William Earl  Weeks	01/10-05/03	LUPH 210	Beyond the Classroom and Communication Fee and Upper Division Credit
483	Communication	20237	COMM	4850	0	D	3.000	Individual Internship	F	01:00 pm-01:50 pm	0	22	-22	0	0	0	Randy   Golson	01/10-05/03	LUPH 303	Beyond the Classroom and Potential Test Proctoring Fee and Upper Division Credit
484	Communication	22307	COMM	4850	01	D	3.000	Individual Internship	F	01:00 pm-01:50 pm	0	31	-31	0	0	0	James F  Tanner	01/10-05/03	XX INTERNET	Beyond the Classroom and Potential Test Proctoring Fee and Upper Division Credit
485	Communication	24625	COMM	4995R	01	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Angelique D  Gibson	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
486	Communication	22723	COMM	5100	0	D	3.000	Public Communication and Environmental Issues	T	03:00 pm-05:30 pm	10	1	9	0	0	0	David B  Sachsman	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
487	Computer Engineering	20238	CPEN	3700	0	C	4.000	Digital Logic and Introduction to Computer Hardware	M	01:00 pm-02:50 pm	24	23	1	0	0	0	Roland M  Howell	01/10-05/03	EMCS 307	CECS Differential Course Fee and Lab/Studio Fee
488	Computer Engineering	20615	CPEN	3700	01	C	4.000	Digital Logic and Introduction to Computer Hardware	TR	12:15 pm-01:30 pm	24	24	0	0	0	0	Roland M  Howell	01/10-05/03	EMCS 302	CECS Differential Course Fee and Lab/Studio Fee
489	Computer Engineering	21422	CPEN	3710	0	C	4.000	Computer System Organization and Assembly Language Programming	TR	12:15 pm-01:30 pm	25	13	12	0	0	0	Joseph   Dumas	01/10-05/03	EMCS 301	CECS Differential Course Fee and Lab/Studio Fee
490	Computer Engineering	20691	CPEN	4700	0	C	3.000	Computer Architecture	MW	03:25 pm-04:40 pm	30	36	-6	0	0	0	Roland M  Howell	01/10-05/03	EMCS 301	CECS Differential Course Fee
491	Computer Engineering	21191	CPEN	4850	0	C	3.000	Interdisciplinary Design Project II	TR	03:05 pm-04:20 pm	10	4	6	0	0	0	Abdul R  Ofoli, Roland M  Howell 	01/10-05/03	EMCS 401	CECS Differential Course Fee and Upper Division Credit
492	Computer Science	20239	CPSC	1000	0	D	3.000	Introduction to Computing 	N/A	TBD	50	52	-2	0	0	0	Timothy M  Maloney	01/10-05/03	XX INTERNET	Course Materials Charge and Computer Literacy and CECS Differential Course Fee and Lower Division Credit and Potential Test Proctoring Fee
493	Computer Science	21086	CPSC	1000	01	D	3.000	Introduction to Computing 	N/A	TBD	50	49	1	0	0	0	Lisa   Wilkes	01/10-05/03	XX INTERNET	Course Materials Charge and Computer Literacy and CECS Differential Course Fee and Lower Division Credit and Potential Test Proctoring Fee
494	Computer Science	20242	CPSC	1100	01	C	4.000	Fundamentals of Computer Science	MWF	10:00 am-10:50 am	25	25	0	0	0	0	Joseph M  Kizza, Li   Dai 	01/10-05/03	EMCS 302	Computer Literacy and CECS Differential Course Fee and Lab/Studio Fee and Lower Division Credit
495	Computer Science	20875	CPSC	1100	02	D	4.000	Fundamentals of Computer Science	W	02:00 pm-03:50 pm	25	24	1	0	0	0	Katherine H  Winters	01/10-05/03	EMCS 321	Computer Literacy and CECS Differential Course Fee and Lab/Studio Fee and Lower Division Credit and Potential Test Proctoring Fee
496	Computer Science	20568	CPSC	1100	03	C	4.000	Fundamentals of Computer Science	MWF	09:00 am-09:50 am	25	22	3	0	0	0	Joseph M  Kizza, Li   Dai 	01/10-05/03	EMCS 321	Computer Literacy and CECS Differential Course Fee and Lab/Studio Fee and Lower Division Credit
497	Computer Science	20776	CPSC	1100	04	C	4.000	Fundamentals of Computer Science	MW	05:30 pm-07:40 pm	25	24	1	0	0	0	Eisa Yahya Ahmed  Mohamed	01/10-05/03	EMCS 306	Computer Literacy and CECS Differential Course Fee and Lab/Studio Fee and Lower Division Credit
498	Computer Science	21423	CPSC	1110	0	D	4.000	Data Structures and Program Design	N/A	TBD	50	49	1	0	0	0	Hanadi   Mohamed	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Lab/Studio Fee and Lower Division Credit and Potential Test Proctoring Fee
499	Computer Science	22078	CPSC	1110	02	C	4.000	Data Structures and Program Design	MWF	11:00 am-11:50 am	25	23	2	0	0	0	Eisa Yahya Ahmed  Mohamed	01/10-05/03	EMCS 306	CECS Differential Course Fee and Lab/Studio Fee and Lower Division Credit
500	Computer Science	20244	CPSC	2100	0	D	3.000	Software Design and Development	N/A	TBD	50	50	0	0	0	0	Hong   Qin	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Lower Division Credit and Potential Test Proctoring Fee
501	Computer Science	20473	CPSC	2800	0	D	3.000	Introduction to Operating Systems	N/A	TBD	50	53	-3	0	0	0	Hong   Qin	01/10-05/03	XX HYBRID	CECS Differential Course Fee and Lower Division Credit and Potential Test Proctoring Fee
