Subject	CRN	Subject Abbr	Course Number	Section	Campus	Credit Hours	Title	Days	Time	Section Capacity	Section Actual	Section Remaining	Waitlist Capacity	Waitlist Actual	Waitlist Remaining	Instructor(s)	Date	Location	Attributes
Education	23761	EDUC	3700	01	C	3.000	Language and Culture	W	05:00 pm-07:30 pm	24	18	6	0	0	0	Kay W Cowan	01/10-05/03	540MC 111	Upper Division Credit
Education	22227	EDUC	3800	0	C	3.000	Strategies and Methods for Teaching ESL (Birth to 5th Grade)	M	05:00 pm-07:30 pm	30	20	10	0	0	0	Julie B Legg	01/10-05/03	540MC 112	Lab/Studio Fee and Upper Division Credit
Education	22926	EDUC	3900	02	C	1.000	Field Experience	W	08:00 am-09:50 am	60	58	2	0	0	0	Jennifer Lynberg	01/10-05/03	540MC 104	Lab/Studio Fee and Upper Division Credit
Education	22229	EDUC	3950	0	D	3.000	Guidance and Management in Inclusive Elementary Classrooms	N/A	TBD	30	27	3	0	0	0	Kimberly O'Kelley Wingate	01/10-05/03	XX HYBRID	Lab/Studio Fee and Potential Test Proctoring Fee and Upper Division Credit
Education	22866	EDUC	4140	01	D	3.000	Classroom Management	N/A	TBD	35	29	6	0	0	0	Jason Robert Gordon	01/10-05/03	XX HYBRID	Lab/Studio Fee and Potential Test Proctoring Fee and Upper Division Credit
Education	22236	EDUC	4170	02	D	3.000	Technology and Learning	N/A	TBD	35	35	0	0	0	0	Julie D Davis	01/10-05/03	XX INTERNET	Lab/Studio Fee and Potential Test Proctoring Fee and Upper Division Credit
Education	24491	EDUC	4170	03	D	3.000	Technology and Learning	N/A	TBD	30	11	19	0	0	0	Julie D Davis	01/10-05/03	XX INTERNET	Lab/Studio Fee and Potential Test Proctoring Fee and Upper Division Credit
Education	21105	EDUC	4180	0	C	3.000	Middle Grades Organization Curriculum and Instruction	W	09:00 am-11:30 am	35	12	23	0	0	0	Erin Marie Hungenberg	01/10-05/03	540MC 111	Upper Division Credit
Education	22808	EDUC	4220	0	C	3.000	Intermediate Grades and Middle School	T	05:00 pm-07:30 pm	35	12	23	0	0	0	Amy M Willard	01/10-05/03	540MC 106	Lab/Studio Fee and Upper Division Credit
Education	22928	EDUC	4280	0	D	3.000	Introduction to Autism Spectrum Disorder	N/A	TBD	35	10	25	0	0	0	Jason Robert Gordon	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Upper Division Credit
Education	24613	EDUC	4310	01	C	3.000	Teaching Strategies and Materials in Foreign Language	N/A	TBD	0	2	-2	0	0	0	Valerie C Rutledge	01/10-05/03	TBD	Upper Division Credit
Education	21866	EDUC	4320	0	C	6.000	Residency I	TR	07:30 am-03:30 pm	0	45	-45	0	0	0	Christopher Robert Brown, Renee   Murley 	01/10-05/03	TBD	Beyond the Classroom and Lab/Studio Fee and Upper Division Credit
Education	22330	EDUC	4335	0	D	3.000	Designing Instruction and Assessment	N/A	TBD	40	27	13	0	0	0	Erin Marie Hungenberg	01/10-05/03	XX HYBRID	Lab/Studio Fee and Potential Test Proctoring Fee and Upper Division Credit
Education	21964	EDUC	4350	0	C	3.000	Assessment and IEP Development in Special Education	M	02:00 pm-04:30 pm	30	27	3	0	0	0	Kimberly O'Kelley Wingate	03/01-04/25	540MC 110	Lab/Studio Fee and Upper Division Credit
Education	21312	EDUC	4405	0	C	10.000	Residency II in Early Childhood Education and Early Childhood Special Education	N/A	TBD	0	10	-10	0	0	0	Renee Murley	01/10-05/03	TBD	Beyond the Classroom and Lab/Studio Fee and Upper Division Credit
Education	21280	EDUC	4420	0	C	2.000	Professional Seminar	T	05:00 pm-07:00 pm	0	10	-10	0	0	0	Billy Lee Millican	01/10-05/03	CHAL 146	Lab/Studio Fee and Upper Division Credit
Education	21281	EDUC	4420	02	C	2.000	Professional Seminar	T	05:00 pm-07:00 pm	0	10	-10	0	0	0	Christopher Hansen	01/10-05/03	540MC 268	Lab/Studio Fee and Upper Division Credit
Education	21282	EDUC	4420	03	C	2.000	Professional Seminar	T	05:00 pm-07:00 pm	0	24	-24	0	0	0	Julie B Legg	01/10-05/03	540MC 111	Lab/Studio Fee and Upper Division Credit
Education	21283	EDUC	4420	04	C	2.000	Professional Seminar	T	05:00 pm-07:00 pm	0	15	-15	0	0	0	Erin Marie Hungenberg	01/10-05/03	540MC 112	Lab/Studio Fee and Upper Division Credit
Education	21346	EDUC	4420	05	C	2.000	Professional Seminar	T	05:00 pm-07:00 pm	0	6	-6	0	0	0	Jason Robert Gordon	01/10-05/03	540MC 113	Lab/Studio Fee and Upper Division Credit
Education	23947	EDUC	4420	07	C	2.000	Professional Seminar	T	05:00 pm-07:30 pm	0	7	-7	0	0	0	Jennifer Lynberg	01/10-05/03	540MC 110	Lab/Studio Fee and Upper Division Credit
Education	24065	EDUC	4435	01	C	10.000	Residency II in Secondary Schools	N/A	TBD	0	14	-14	0	0	0	Renee Murley	01/10-05/03	TBD	Beyond the Classroom and Lab/Studio Fee and Upper Division Credit
Education	22796	EDUC	4445	0	C	10.000	Residency II in Visual and Performing Arts, Health and Physical Education K-12	N/A	TBD	0	7	-7	0	0	0	Renee Murley	01/10-05/03	TBD	Beyond the Classroom and Lab/Studio Fee and Upper Division Credit
Education	24066	EDUC	4455	01	C	10.000	Residency II in Exceptional Learning	N/A	TBD	0	6	-6	0	0	0	Renee Murley	01/10-05/03	TBD	Beyond the Classroom and Lab/Studio Fee and Upper Division Credit
Education	23762	EDUC	4465	0	C	10.000	Residency II in Middle Grades	N/A	TBD	0	9	-9	0	0	0	Renee Murley	01/10-05/03	TBD	Beyond the Classroom and Lab/Studio Fee and Upper Division Credit
Education	23866	EDUC	4470	01	C	12.000	Student Teaching in Foreign Language Education	N/A	TBD	0	2	-2	0	0	0	Renee Murley	01/10-05/03	TBD	Beyond the Classroom and Lab/Studio Fee and Upper Division Credit
Education	23026	EDUC	4485	0	C	10.000	Residency II in Elementary Education and ESL	N/A	TBD	0	24	-24	0	0	0	Renee Murley	01/10-05/03	TBD	Beyond the Classroom and Lab/Studio Fee and Upper Division Credit
Education	24685	EDUC	4520	01	C	3.000	Teaching Strategies and Materials in Secondary and Middle Grades Social Science	M	05:00 pm-07:00 pm	20	9	11	0	0	0	Erin Glenn	01/10-05/03	FLET 200	Lab/Studio Fee and Upper Division Credit
Education	23698	EDUC	4600	0	C	3.000	Strategies for Assessing Elementary Education Children	MWF	12:00 pm-12:50 pm	25	12	13	0	0	0	Christopher Hansen	01/10-05/03	540MC 112	Upper Division Credit
Education	22052	EDUC	5010	02	D	3.000	Methods of Educational Research	M	05:00 pm-07:30 pm	15	12	3	0	0	0	Ted L Miller	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Education	23897	EDUC	5140	0	D	3.000	Teaching in Diverse Classrooms	N/A	TBD	15	18	-3	0	0	0	Julie B Legg	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Education	20566	EDUC	5150	0	D	3.000	Assessment and Learning	N/A	TBD	20	22	-2	0	0	0	Deborah A McAllister	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Education	24483	EDUC	5200	02	C	3.000	Social and Historical Foundations of Education	T	05:00 pm-07:30 pm	30	8	22	0	0	0	J Lucien Ellington	01/10-05/03	540MC 103	Lab/Studio Fee and Repeatable Course
Education	20346	EDUC	5210	0	D	3.000	Human Development Applied to Education	N/A	TBD	20	14	6	0	0	0	Deborah A McAllister	01/10-05/03	XX INTERNET	Lab/Studio Fee and Potential Test Proctoring Fee and Repeatable Course
Education	21339	EDUC	5220	0	D	3.000	Instructional Planning and Evaluation	N/A	TBD	20	10	10	0	0	0	Deborah A McAllister	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Education	24072	EDUC	5620	0	C	3.000	Literacy Instruction for Elementary School Learners, Grades Two Through Five	T	05:00 pm-07:30 pm	20	1	19	0	0	0	Kay W Cowan	01/10-05/03	LUPH 391	Lab/Studio Fee and Repeatable Course
Education	24067	EDUC	5630	01	C	3.000	Literacy Instuction for Middle/High School Learners	T	05:00 pm-07:30 pm	20	11	9	0	0	0	Courtney S Lucas	01/10-05/03	540MC 263	Lab/Studio Fee and Repeatable Course
Education	23535	EDUC	5900	01	C	3.000	Culminating Experience	T	05:00 pm-07:30 pm	0	3	-3	0	0	0	Deborah A McAllister	01/10-05/03	540MC 264	Repeatable Course
Education	24484	EDUC	5900	02	D	3.000	Culminating Experience	N/A	TBD	10	4	6	0	0	0	Deborah A McAllister	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Education	24485	EDUC	5900	03	D	3.000	Culminating Experience	N/A	TBD	10	3	7	0	0	0	Deborah A McAllister	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Education	24073	EDUC	5922	01	D	3.000	Advanced Strategies and Methods: Teaching English to Speakers of Other Languages: Birth to 5th Grade	N/A	TBD	0	1	-1	0	0	0	Julie B Legg	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Education	23702	EDUC	5923	01	D	3.000	Advanced Strategies and Methods: Teaching English to Speakers of Other Languages: 6th to 12th Grade	N/A	TBD	0	3	-3	0	0	0	Julie B Legg	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Education	20794	EDUC	5960	0	C	3.000-9.000	Induction Experience	R	05:30 pm-07:30 pm	0	15	-15	0	0	0	Renee Murley, Charlotte Elaine  Ellington 	01/10-05/03	540MC 263	Lab/Studio Fee and Repeatable Course
Education	20349	EDUC	5960	01	C	9.000	Induction Experience	N/A	TBD	0	3	-3	0	0	0	Renee Murley	01/10-05/03	TBD	Lab/Studio Fee and Repeatable Course
Education	24816	EDUC	5960	02	C	3.000	Induction Experience	R	05:30 pm-07:30 pm	0	2	-2	0	0	0	Charlotte Elaine Ellington	03/01-04/25	540MC 263	Lab/Studio Fee and Repeatable Course
Education	24743	EDUC	5997R	01	C	3.000	Individual Studies: The Phenomenon of Energizing Adulthood and it's Relationship to Mental Health	N/A	TBD	0	1	-1	0	0	0	Jenny Melissa Holcombe	01/10-05/03	TBD	Repeatable Course
Education Specialist	24498	EDS	6050	01	D	3.000	Reflective Leadership I	N/A	TBD	40	5	35	0	0	0	Barry Kamrath	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Education Specialist	23691	EDS	6130	0	D	3.000	Teaching and Learning	N/A	TBD	15	7	8	0	0	0	Ted L Miller	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Education Specialist	21059	EDS	6900	0	D	3.000	Capstone Project	N/A	TBD	20	4	16	0	0	0	Barry Kamrath	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Education: Special Education	23690	EDSP	5060	01	C	3.000	Program Design and Curriculum Strategies for the Exceptional Learner	M	05:00 pm-07:30 pm	15	7	8	0	0	0	James A Tucker	01/10-05/03	540MC 107	Repeatable Course
Education: Special Education	24747	EDSP	5170	01	C	3.000	Strategies for Inclusion	W	05:00 pm-07:30 pm	0	3	-3	0	0	0	Jennifer Lynberg	01/10-05/03	540MC 113	Repeatable Course
Education: Special Education	24746	EDSP	5700	01	D	3.000	Seminar: Contemporary Issues and Independent Research	N/A	TBD	0	2	-2	0	0	0	Ted L Miller	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Educational Psychology	22744	EPSY	5010	0	D	3.000	Methods of Educational Research	N/A	TBD	30	1	29	0	0	0	Ted L Miller	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Educational Psychology	23272	EPSY	5045	0	D	3.000	Classroom Management for Social-Emotional-Behavioral Needs	N/A	TBD	18	15	3	0	0	0	Michelle Lorraine Fast	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Educational Psychology	20396	EPSY	6300	0	C	3.000	Individual Ability Testing	W	05:00 pm-07:30 pm	18	15	3	0	0	0	Sara Jean McCane-Bowling	01/10-05/03	540MC 107	Assessment Lab Fee and Repeatable Course
Educational Psychology	23270	EPSY	6305	0	D	2.000	Applied Foundations of School Psychology II	N/A	TBD	18	15	3	0	0	0	Lynne Russell Henderson, Sara Jean  McCane-Bowling 	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Educational Psychology	23271	EPSY	6400	0	C	4.000	Practicum in Intervention	T	05:00 pm-07:30 pm	18	8	10	0	0	0	Pamela E Guess, Sara Jean  McCane-Bowling 	01/10-05/03	540MC 107	Repeatable Course
Educational Psychology	21984	EPSY	6450	0	D	3.000	Psychological Foundations of School Psychology	N/A	TBD	18	15	3	0	0	0	Sara Jean McCane-Bowling	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Educational Psychology	20900	EPSY	6550	0	D	3.000-6.000	Internship in School Psychology II	M	05:00 pm-07:30 pm	18	13	5	0	0	0	Pamela E Guess	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Electrical Engineering	21342	ENEE	2250	0	C	3.000	Engineering Programming	TR	08:00 am-09:15 am	32	15	17	0	0	0	Noman A Saied	01/10-05/03	EMCS 408	CECS Differential Course Fee and Lower Division Credit
Electrical Engineering	20668	ENEE	2700	0	C	3.000	Electrical Circuits I	TR	09:25 am-10:40 am	35	31	4	0	0	0	Ahmed H Eltom	01/10-05/03	EMCS 402	CECS Differential Course Fee and Lower Division Credit
Electrical Engineering	20933	ENEE	2710L	0	C	1.000	Electrical Circuits Laboratory	R	03:25 pm-06:15 pm	24	12	12	0	0	0	Abdelrahman A Karrar	01/10-05/03	EMCS 307	CECS Differential Course Fee and Lab/Studio Fee and Lower Division Credit
Electrical Engineering	20390	ENEE	2720	0	C	3.000	Electrical Circuits II	MW	03:25 pm-04:40 pm	36	18	18	0	0	0	Nurhidajat Sisworahardjo	01/10-05/03	EMCS 408	CECS Differential Course Fee and Lower Division Credit
Electrical Engineering	20391	ENEE	2740	0	C	3.000	Digital Electronics	TR	10:50 am-12:05 pm	30	22	8	0	0	0	Raga Ahmed	01/10-05/03	EMCS 407	CECS Differential Course Fee and Lower Division Credit
Electrical Engineering	20929	ENEE	3700	0	C	3.000	Energy Conversion and Electronics	MW	03:25 pm-04:40 pm	40	26	14	0	0	0	Abdelrahman A Karrar	01/10-05/03	EMCS 403	CECS Differential Course Fee and Upper Division Credit
Electrical Engineering	20721	ENEE	3770	0	C	3.000	Advanced Electronics	MW	03:25 pm-04:40 pm	30	17	13	0	0	0	Thomas Daniel Loveless	01/10-05/03	EMCS 407	CECS Differential Course Fee and Upper Division Credit
Electrical Engineering	20722	ENEE	3770L	0	C	1.000	Advanced Electronics Laboratory	W	11:00 am-01:50 pm	24	12	12	0	0	0	Zachary A Ruble, Felicia Ann  McGuire 	01/10-05/03	EMCS 310	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
Electrical Engineering	21096	ENEE	3790	01	C	3.000	Modern Control Systems Analysis and Design	TR	10:50 am-12:05 pm	48	33	15	0	0	0	Nurhidajat Sisworahardjo	01/10-05/03	EMCS 423	CECS Differential Course Fee and Upper Division Credit
Electrical Engineering	21348	ENEE	3850	0	C	3.000	Interdisciplinary Design Project I	MW	02:00 pm-03:15 pm	30	6	24	0	0	0	Nurhidajat Sisworahardjo	01/10-05/03	EMCS 232	CECS Differential Course Fee and Upper Division Credit
Electrical Engineering	23243	ENEE	4350	0	C	3.000	Robotics and Controls Research I	TR	10:50 am-12:05 pm	15	5	10	0	0	0	Abdul R Ofoli	01/10-05/03	EMCS 202	CECS Differential Course Fee and Upper Division Credit
Electrical Engineering	20548	ENEE	4600	0	C	3.000	Power Electronics	MWF	08:00 am-08:50 am	43	30	13	0	0	0	Vahid Rasouli Disfani	01/10-05/03	EMCS 301	CECS Differential Course Fee and Upper Division Credit
Electrical Engineering	20549	ENEE	4600L	0	C	1.000	Power Electronics Laboratory	M	09:00 am-11:50 am	18	17	1	0	0	0	Vahid Rasouli Disfani	01/10-05/03	EMCS 304	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
Electrical Engineering	22171	ENEE	4600L	01	C	1.000	Power Electronics Laboratory	W	09:00 am-11:50 am	18	15	3	0	0	0	Vahid Rasouli Disfani	01/10-05/03	EMCS 304	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
Electrical Engineering	20935	ENEE	4670	0	C	3.000	Smart Distribution Systems	MW	05:00 pm-06:15 pm	41	10	31	0	0	0	Gary Louis Kobet	01/10-05/03	EMCS 202	CECS Differential Course Fee and Upper Division Credit
Electrical Engineering	20898	ENEE	4720	0	C	3.000	Power System Analysis and Design	MW	12:45 pm-02:00 pm	50	21	29	0	0	0	Mariana Magdy Moonir Kamel, Ahmed H  Eltom 	01/10-05/03	EMCS 404	CECS Differential Course Fee and Upper Division Credit
Electrical Engineering	21083	ENEE	4720L	0	C	1.000	Power Simulation Laboratory	W	05:15 pm-08:05 pm	32	20	12	0	0	0	Preston O Cooper	01/10-05/03	EMCS 402	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
Electrical Engineering	22732	ENEE	4760	0	C	3.000	Digital Communications	TR	12:15 pm-01:30 pm	36	14	22	0	0	0	Donald Raymond Reising	01/10-05/03	EMCS 202	CECS Differential Course Fee and Upper Division Credit
Electrical Engineering	20552	ENEE	4800	0	C	3.000	Electronic Instrumentation	TR	09:25 am-10:40 am	48	39	9	0	0	0	Abdul R Ofoli	01/10-05/03	EMCS 423	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
Electrical Engineering	21321	ENEE	4850	0	C	3.000	Interdisciplinary Design Project II	TR	03:05 pm-04:20 pm	36	24	12	0	0	0	Abdul R Ofoli	01/10-05/03	EMCS 401	CECS Differential Course Fee and Upper Division Credit
Electrical Engineering	20667	ENEE	4900	0	C	1.000	Fundamentals of Engineering and Professionalism	M	11:50 am-12:40 pm	36	31	5	0	0	0	Ahmed H Eltom	01/10-05/03	EMCS 402	CECS Differential Course Fee and Upper Division Credit
Electrical Engineering	24542	ENEE	4995R	01	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Thomas Daniel Loveless	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course and Upper Division Credit
Electrical Engineering	23126	ENEE	4999R	0	C	3.000	Introduction to Radiation Effects	N/A	TBD	15	8	7	0	0	0	Thomas Daniel Loveless	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course and Upper Division Credit
Electrical Engineering	22049	ENEE	4999R	03	C	3.000	Power System Optimization & Smart Grid	MW	03:25 pm-04:40 pm	20	2	18	0	0	0	Vahid Rasouli Disfani	01/10-05/03	EMCS 401	CECS Differential Course Fee and Repeatable Course and Upper Division Credit
Electrical Engineering	24370	ENEE	4999R	05	C	3.000	Advanced System Protection Concepts	TR	05:15 pm-06:30 pm	15	3	12	0	0	0	Russell William Patterson	01/10-05/03	EMCS 202	CECS Differential Course Fee and Repeatable Course and Upper Division Credit
Electrical Engineering	21099	ENEE	5000R	0	C	1.000	Graduate Seminar	W	12:00 pm-12:50 pm	30	3	27	0	0	0	Ahmed H Eltom	01/10-05/03	EMCS 202	CECS Differential Course Fee and Repeatable Course
Electrical Engineering	22080	ENEE	5000R	01	D	1.000	Graduate Seminar	N/A	TBD	30	11	19	0	0	0	Ahmed H Eltom	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Electrical Engineering	23543	ENEE	5110	0	C	3.000	Digital Communications	TR	12:15 pm-01:30 pm	15	4	11	0	0	0	Donald Raymond Reising	01/10-05/03	EMCS 202	CECS Differential Course Fee and Repeatable Course
Electrical Engineering	20740	ENEE	5660	0	C	3.000	Smart Distribution Systems	MW	05:00 pm-06:15 pm	30	3	27	0	0	0	Gary Louis Kobet	01/10-05/03	EMCS 202	CECS Differential Course Fee and Repeatable Course
Electrical Engineering	20946	ENEE	5720	0	C	3.000	Power System Analysis and Design	MW	12:45 pm-02:00 pm	10	3	7	0	0	0	Mariana Magdy Moonir Kamel, Ahmed H  Eltom 	01/10-05/03	EMCS 404	CECS Differential Course Fee and Repeatable Course
Electrical Engineering	24761	ENEE	5720	01	D	3.000	Power System Analysis and Design	MW	12:45 pm-02:00 pm	5	3	2	0	0	0	Mariana Magdy Moonir Kamel, Ahmed H  Eltom 	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Electrical Engineering	23545	ENEE	5910R	0	D	3.000	Advanced System Protection Concepts	TR	05:15 pm-06:30 pm	15	1	14	0	0	0	Russell William Patterson	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Electrical Engineering	24765	ENEE	5910R	01	D	3.000	Power System Optimization and Smart Grid	MW	03:25 pm-04:40 pm	0	1	-1	0	0	0	Vahid Rasouli Disfani	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Electrical Engineering	22734	ENEE	5910R	02	C	3.000	Power System Optimization & Smart Grid	MW	03:25 pm-04:40 pm	12	7	5	0	0	0	Vahid Rasouli Disfani	01/10-05/03	EMCS 401	CECS Differential Course Fee and Repeatable Course
Electrical Engineering	23544	ENEE	5910R	03	C	3.000	Advanced System Protection Concepts	TR	05:15 pm-06:30 pm	15	3	12	0	0	0	Russell William Patterson	01/10-05/03	EMCS 202	CECS Differential Course Fee and Repeatable Course
Electrical Engineering	24775	ENEE	5910R	04	D	3.000	System Control Studies	N/A	TBD	0	1	-1	0	0	0	Raga Ahmed	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Electrical Engineering	23886	ENEE	5910R	05	C	3.000	System Control Studies	N/A	TBD	4	3	1	0	0	0	Raga Ahmed	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course
Electrical Engineering	24795	ENEE	5910R	06	D	3.000	Microelectronic Radiation Effects	MW	12:45 pm-02:00 pm	0	1	-1	0	0	0	Thomas Daniel Loveless	01/10-05/03	XX HYBRID	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Electrical Engineering	24798	ENEE	5910R	07	D	3.000	System Control Studies II	R	01:40 pm-02:55 pm	0	1	-1	0	0	0	Raga Ahmed	01/10-05/03	EMCS 304	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Electrical Engineering	24767	ENEE	5997R	01	C	3.000	Individual Studies	N/A	TBD	0	1	-1	0	0	0	Donald Raymond Reising	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course
Electrical Engineering	24809	ENEE	5997R	02	C	3.000	Individual Studies	N/A	TBD	0	1	-1	0	0	0	Zachary A Ruble	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course
Electrical Engineering	23122	ENEE	5999R	01	C	3.000	Thesis	N/A	TBD	2	1	1	0	0	0	Raga Ahmed	01/10-05/03	TBD	CECS Differential Course Fee and Full Time Equivalent and Repeatable Course
Electrical Engineering	24372	ENEE	5999R	03	C	3.000	Thesis	N/A	TBD	2	2	0	0	0	0	Donald Raymond Reising	01/10-05/03	TBD	CECS Differential Course Fee and Full Time Equivalent and Repeatable Course
Electrical Engineering	24790	ENEE	5999R	04	C	1.000-6.000	Thesis	N/A	TBD	0	1	-1	0	0	0	Thomas Daniel Loveless	01/10-05/03	TBD	CECS Differential Course Fee and Full Time Equivalent and Repeatable Course
Electrical Engineering	24776	ENEE	7997R	01	C	3.000	Individual Studies	N/A	TBD	0	1	-1	0	0	0	Donald Raymond Reising	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course
Electrical Engineering	22081	ENEE	7999R	01	C	1.000-12.000	Dissertation	N/A	TBD	1	1	0	0	0	0	Abdelrahman A Karrar	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course
Electrical Engineering	24373	ENEE	7999R	02	C	1.000-12.000	Dissertation	N/A	TBD	1	1	0	0	0	0	Vahid Rasouli Disfani	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course
Electrical Engineering	21353	ENEE	7999R	03	C	1.000-12.000	Dissertation	N/A	TBD	2	1	1	0	0	0	Daniel J Pack	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course
Engineering	24114	ENGR	1999R	02	C	1.000	CECS The First Year Experience	W	10:00 am-10:50 am	24	3	21	0	0	0	Yaritza Moore	01/10-05/03	EMCS 216	CECS Differential Course Fee and Lower Division Credit and Repeatable Course
Engineering	24118	ENGR	1999R	06	C	1.000	CECS The First Year Experience	W	12:00 pm-12:50 pm	24	7	17	0	0	0	Yaritza Moore	01/10-05/03	EMCS 216	CECS Differential Course Fee and Lower Division Credit and Repeatable Course
Engineering Management	21334	ENGM	5040	0	D	3.000	Decision Making and Optimization Techniques	N/A	TBD	24	17	7	0	0	0	Seong Dae Kim	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Engineering Management	21335	ENGM	5040	01	C	3.000	Decision Making and Optimization Techniques	R	02:00 pm-04:30 pm	24	5	19	0	0	0	Seong Dae Kim	01/10-05/03	EMCS 231	CECS Differential Course Fee and Repeatable Course
Engineering Management	24105	ENGM	5520	01	C	3.000	Reliability Engineering	T	05:30 pm-08:00 pm	24	3	21	0	0	0	Gregory A Sedrick	01/10-05/03	EMCS 218	CECS Differential Course Fee and Repeatable Course
Engineering Management	24109	ENGM	5520	02	D	3.000	Reliability Engineering	N/A	TBD	24	14	10	0	0	0	Gregory A Sedrick	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Engineering Management	20392	ENGM	5540	0	D	3.000	Technical Project Management	N/A	TBD	35	15	20	0	0	0	Seong Dae Kim	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Engineering Management	21285	ENGM	5540	01	C	3.000	Technical Project Management	W	05:30 pm-08:00 pm	24	3	21	0	0	0	Seong Dae Kim	01/10-05/03	EMCS 231	CECS Differential Course Fee and Repeatable Course
Engineering Management	23557	ENGM	5620	0	D	3.000	Strategic Bidding and Estimating	N/A	TBD	24	11	13	0	0	0	Robert Paul Baggett	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Engineering Management	24106	ENGM	5620	01	C	3.000	Strategic Bidding and Estimating	M	05:30 pm-08:00 pm	24	1	23	0	0	0	Robert Paul Baggett	01/10-05/03	EMCS 301	CECS Differential Course Fee and Repeatable Course
Engineering Management	20395	ENGM	5830	0	D	3.000	Strategic Management and Technology	N/A	TBD	24	19	5	0	0	0	Gregory A Sedrick	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Engineering Management	20394	ENGM	5830	01	C	3.000	Strategic Management and Technology	M	05:30 pm-08:00 pm	24	1	23	0	0	0	Gregory A Sedrick	01/10-05/03	EMCS 231	CECS Differential Course Fee and Repeatable Course
Engineering Management	23266	ENGM	5910R	0	D	3.000	Data Analytics	N/A	TBD	24	4	20	0	0	0	Serkan Varol	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Engineering Management	24823	ENGM	5910R	01	D	3.000	Special Topics in Engineering Management	N/A	TBD	0	1	-1	0	0	0	Robert Paul Baggett	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Repeatable Course
Engineering Management	24111	ENGM	5950	0	D	1.000	Capstone Project I	N/A	TBD	24	14	10	0	0	0	Seong Dae Kim	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
